x1,x2,x3,x4,class
-0.007458188200047004,-0.7348859026809615,0.7607946223918817,0.8994224049499099,2
-0.36545122180211986,-1.1799902979956127,0.13460668689240596,0.11802375449568975,1
0.7085278790040997,-0.7348859026809615,0.8746469743008773,0.8994224049499099,2
-0.962106277805575,1.2680838762349667,-1.3454738879245371,-1.3145404380037142,0
-0.962106277805575,1.0455316785776412,-1.4024000638790346,-1.1843073295946773,0
0.35053484540202584,-0.9574381003382871,1.0454255021643706,0.2482568629047263,2
2.259831024613083,-0.512333705023637,1.6716134376638467,1.0296555133589467,2
1.6631759686096277,-0.06722930970898582,1.1592778540733664,0.5087230797228,2
0.8278588902047904,-0.06722930970898582,0.988499326209873,0.7691892965408733,2
2.498493047014465,1.713188271549617,1.5008349098003535,1.0296555133589467,2
2.259831024613083,1.713188271549617,1.6716134376638467,1.2901217301770203,2
-1.4394303226083396,1.2680838762349667,-1.5731785917425283,-1.3145404380037142,0
-1.2007683002069571,0.8229794809203155,-1.0608430081520481,-1.3145404380037142,0
0.23120383420133525,-0.7348859026809615,0.7607946223918817,0.5087230797228,1
-0.1267891994007376,-0.512333705023637,0.419237566664895,0.11802375449568975,1
-0.36545122180211986,-0.9574381003382871,0.36231139071039736,-0.012209353913347076,1
-0.1267891994007376,-0.06722930970898582,0.24845903880140166,-0.012209353913347076,1
-0.007458188200047004,2.158292666864268,-1.4593262398335327,-1.3145404380037142,0
-0.962106277805575,0.8229794809203155,-1.2885477119700393,-1.3145404380037142,0
-1.6780923450097207,0.37787508560566535,-1.4024000638790346,-1.3145404380037142,0
0.7085278790040997,-0.512333705023637,1.0454255021643706,1.2901217301770203,2
0.8278588902047904,-0.06722930970898582,1.1592778540733664,1.2901217301770203,2
-0.24612021060142927,-0.06722930970898582,0.419237566664895,0.3784899713137631,1
0.5891968678034081,0.8229794809203155,1.0454255021643706,1.5505879469950934,2
-0.962106277805575,-1.625094693310264,-0.2638765447890788,-0.27267557073142046,1
1.3051829350075548,0.37787508560566535,1.1023516781188687,1.4203548385860565,2
-1.6780923450097207,-0.06722930970898582,-1.4024000638790346,-1.3145404380037142,0
0.11187282300064466,-0.06722930970898582,0.24845903880140166,0.3784899713137631,1
-1.2007683002069571,-0.06722930970898582,-1.3454738879245371,-1.4447735464127507,0
-1.0814372890062656,0.15532288794833976,-1.2885477119700393,-1.3145404380037142,0
-0.4847822330028105,1.9357404692069424,-1.4024000638790346,-1.0540742211856406,0
-0.962106277805575,-2.2927512862822397,-0.1500241928800831,-0.27267557073142046,1
-1.0814372890062656,-1.1799902979956127,0.419237566664895,0.6389561881318365,2
0.7085278790040997,-0.2897815073663114,0.30538521475589925,0.11802375449568975,1
-0.962106277805575,0.6004272832629899,-1.3454738879245371,-1.3145404380037142,0
1.7825069798103184,-0.2897815073663114,1.4439087338458554,0.7691892965408733,2
0.5891968678034081,-1.625094693310264,0.36231139071039736,0.11802375449568975,1
-0.962106277805575,1.0455316785776412,-1.2316215360155414,-0.7936080043675673,0
1.0665209126061725,0.6004272832629899,1.1023516781188687,1.1598886217679836,2
0.7085278790040997,-0.512333705023637,1.0454255021643706,1.1598886217679836,2
-0.007458188200047004,-0.9574381003382871,0.13460668689240596,-0.012209353913347076,1
-0.1267891994007376,-0.9574381003382871,-0.1500241928800831,-0.27267557073142046,1
1.0665209126061725,0.15532288794833976,0.5330899185738907,0.3784899713137631,1
-1.0814372890062656,0.15532288794833976,-1.2885477119700393,-1.4447735464127507,0
-1.4394303226083396,0.8229794809203155,-1.3454738879245371,-1.1843073295946773,0
-0.007458188200047004,-0.512333705023637,0.7607946223918817,1.5505879469950934,2
-0.36545122180211986,2.603397062178919,-1.3454738879245371,-1.3145404380037142,0
-0.7234442554041928,1.0455316785776412,-1.2885477119700393,-1.3145404380037142,0
-1.4394303226083396,0.37787508560566535,-1.3454738879245371,-1.3145404380037142,0
0.35053484540202584,-0.512333705023637,0.13460668689240596,0.11802375449568975,1
-0.36545122180211986,-1.625094693310264,0.13460668689240596,0.11802375449568975,1
1.1858519238068632,0.37787508560566535,1.2162040300278645,1.4203548385860565,2
-0.36545122180211986,1.0455316785776412,-1.4024000638790346,-1.3145404380037142,0
-0.6041132442035021,1.4906360738922924,-1.2885477119700393,-1.3145404380037142,0
0.35053484540202584,-0.06722930970898582,0.6469422704828864,0.7691892965408733,2
0.5891968678034081,0.6004272832629899,0.5330899185738907,0.5087230797228,1
-1.0814372890062656,-0.06722930970898582,-1.3454738879245371,-1.3145404380037142,0
-0.7234442554041928,-0.7348859026809615,0.07768051093790809,0.2482568629047263,1
0.11187282300064466,0.37787508560566535,0.5900160945283883,0.7691892965408733,1
1.1858519238068632,-0.512333705023637,0.5900160945283883,0.2482568629047263,1
0.5891968678034081,-1.1799902979956127,0.703868446437384,0.8994224049499099,2
0.5891968678034081,-0.7348859026809615,0.6469422704828864,0.7691892965408733,2
0.23120383420133525,-1.8476468909675885,0.13460668689240596,-0.27267557073142046,1
